,_id,Project Name,Customer Name,Connection Site,Stage,MW Connected,MW Increase / Decrease,Cumulative Total Capacity (MW),MW Effective From,Project Status,Agreement Type,HOST TO,Plant Type,Project ID
699,699,Middle Muir Wind Farm,BANKS RENEWABLES (MIDDLE MUIR WIND FARM) LIMITED,,,51,0,51,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005ish
700,700,Middleton BESS,Middleton Energy Storage Limited,Middleton 400KV Substation,,0,200,200,30/11/2026,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005j1Y
701,701,Middlewich BEGA,CONRAD (MIDDLEWICH) LIMITED,Carrington GSP (SP Manweb),,20,0,20,,Built,Embedded,NGET,Gas Reciprocating,a0l4L0000005iPh
702,702,Midlands Estate Energy Park,RENEWABLE ENERGY SYSTEMS LIMITED,West Burton 400kV Substation,,0,600,600,31/10/2029,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar); Wind Onshore,a0l4L0000005iwu
703,703,Millbrook Power,MILLBROOK POWER LIMITED,Marston Vale 400kV Substation,,0,299,299,28/06/2024,Consents Approved,Directly Connected,NGET,OCGT (Open Cycle Gas Turbine),a0l4L0000005ilM
704,704,Millennium South,RENANTIS UK LIMITED,Millennium South 132/33kV Substation,,0,25,25,31/10/2021,Consents Approved,Directly Connected,SHET,Wind Onshore,a0l4L0000005isR
705,705,Millennium Wind,MILLENNIUM WIND ENERGY LIMITED,Millennium GSP,,65,0,65,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005ipA
706,706,Mill Hill Tertiary Connection,HB333MIL LTD,Mill Hill 275kV Substation,,0,57,57,30/08/2024,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005iw8
707,707,Millmoor Rig Wind Farm,ESB ASSET DEVELOPMENT UK LIMITED,Hawick GSP,,0,92.8,92.8,30/10/2029,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005iYM
708,708,Minety Tertiary(2),JBM SOLAR PROJECTS 14 LTD,Minety GSP,,0,49.99,49.99,30/10/2024,Scoping,Directly Connected,NGET,PV Array (Photo Voltaic/solar),a0l4L0000005inQ
709,709,Minety Tertiary Connection,HB411MIN Limited,Minety 400kV Substation,,0,47.5,47.5,31/10/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005inP
710,710,Minnygap,MINNYGAP ENERGY LIMITED,Moffat GSP,,25,0,25,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005irJ
711,711,Minsca,MINSCA WINDFARM (SCOTLAND) LIMITED,Chapelcross GSP,,37.5,0,37.5,,Built,Embedded,SPT,Wind Onshore,a0l4L0000005iVo
712,712,Moelfre Energy Park,MOELFRE ENERGY PARK LIMITED,Bodelwyddan 400kV Substation,,0,158.4,158.4,31/10/2026,Scoping,Directly Connected,NGET,Wind Onshore,a0l4L0000005iek
713,713,Moel y Llyn,Llyn Lort Energy Park Limited,Chirk GSP,,0,251,251,04/02/2027,Scoping,Embedded,NGET,Wind Onshore,a0l4L0000005iUM
714,714,Monets Garden,MONETS GARDEN BATTERY LTD,Osbaldwick 400kV Substation,,0,57,57,30/10/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005icg
715,715,Monk Fryston,IGP SOLAR 18 LIMITED,Monk Fryston 275kV Substation,,0,500,500,31/12/2029,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iy0
716,716,Monk Fryston BESS,HARMONY ENERGY LIMITED,Monk Fryston 275kV Substation,,0,200,200,31/10/2029,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005ixX
717,717,Monk Fryston SSE,SSE BATTERY MONK FRYSTON LIMITED,Monk Fryston 275kV Substation,,0,320,320,31/10/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005ixy
718,718,Monk Fryston Tertiary Connection,HD777FRY LTD,Monk Fryston 275kV Substation,,0,57,57,01/10/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005inc
719,719,Monquhill Wind Farm,RWE RENEWABLES UK ONSHORE WIND LIMITED,Monquhill Wind Farm 132kV/33kV,,0,10,10,30/04/2027,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005ind
720,720,Mon Solar Farm,LIGHTSOURCE SPV 204 LIMITED,Wylfa 400kV Substation,,0,240,240,31/10/2026,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ix8
721,738,Nant Aman,NANT AMAN ENERGY PARK LIMITED,Rhigos GSP,,0,143,143,01/10/2028,Scoping,Directly Connected,NGET,Wind Onshore,a0l4L0000005iNc
722,721,Montreathmont Moor Forest,Montreathmont Energy Centre Limited,Lunanhead GSP,,0,34.375,34.375,31/10/2025,Scoping,Embedded,SHET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iPG
723,722,Moray East Offshore Wind Farm,MORAY OFFSHORE WINDFARM (EAST) LIMITED,New Deer 400kV Substation,,900,0,900,,Built,Directly Connected,SHET,Wind Offshore,a0l4L0000005ip7
724,723,Moray West Offshore Windfarm,MORAY OFFSHORE WINDFARM (WEST) LIMITED,Moray Firth 220/33kV Platform 1 & 2 Offshore Substation,1,0,800,800,01/04/2024,Consents Approved,Directly Connected,SHET,Wind Offshore,a0l4L0000005ifS
725,724,Moray West Offshore Windfarm,MORAY OFFSHORE WINDFARM (WEST) LIMITED,Moray Firth 220/33kV Platform 1 & 2 Offshore Substation,2,0,60,860,31/10/2026,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005ifS
726,725,Morecambe Offshore Wind Farm,OFFSHORE WIND LIMITED,Wylfa 400kV Substation,,0,480,480,01/04/2033,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005ibw
727,726,Morgannwg Solar Farm,LIGHTSOURCE SPV 214 LIMITED,Aberthaw 275kV Substation,,0,249,249,31/10/2028,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ikY
728,727,Morlais,MENTER MON CYF,Penrhos GSP,1,0,40,40,01/04/2028,Scoping,Directly Connected,NGET,Tidal,a0l4L0000005ieU
729,728,Morlais,MENTER MON CYF,Penrhos GSP,2,0,20,60,01/04/2029,Scoping,Directly Connected,NGET,Tidal,a0l4L0000005ieU
730,729,Morlais,MENTER MON CYF,Penrhos GSP,3,0,40,100,01/04/2030,Scoping,Directly Connected,NGET,Tidal,a0l4L0000005ieU
731,730,Morlais,MENTER MON CYF,Penrhos GSP,4,0,80,180,01/04/2032,Scoping,Directly Connected,NGET,Tidal,a0l4L0000005ieU
732,731,Morwind 300,Morwind Ltd,Alverdiscott 400kV Substation,,0,300,300,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005ixt
733,732,Mossford (part of the Conon Cascade),SSE GENERATION LIMITED,Mossford GSP,,18.7,0,18.7,,Built,Directly Connected,SHET,Hydro,a0l4L0000005ipQ
734,733,Mossy Hill Wind Farm,PEEL NRE WIND FARMS (NO. 1) LIMITED,Mossy Hill 132kV Substation,,0,48,48,01/04/2027,Consents Approved,Directly Connected,SHET,Wind Onshore,a0l4L0000005iwm
735,734,Moy Wind Farm,ENECO MOY LIMITED,Inverness GSP,,60,0,60,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iVm
736,735,Muaitheabhal Wind Farm,UISENIS POWER LIMITED,Muaitheabhal 132/33kV Substation,,0,150,150,31/10/2030,Consents Approved,Directly Connected,SHET,Wind Onshore,a0l4L0000005iro
737,736,Mwdwl Eithin Energy Park,MWDWL EITHIN ENERGY PARK LIMITED,Bodelwyddan 400kV Substation,,0,81.2,81.2,31/10/2026,Scoping,Directly Connected,NGET,Wind Onshore,a0l4L0000005ifq
738,737,Nant,SSE GENERATION LIMITED,,,15,0,15,,Built,Directly Connected,SHET,Hydro,a0l4L0000005ipR
739,739,Nant Ceiment Energy Park,NANT CEIMENT ENERGY PARK LIMITED,Pont Abraham GSP,,0,88.4,88.4,11/09/2027,Scoping,Embedded,NGET,Wind Onshore,a0l4L0000005iP5
740,740,Nant Y Maen Wind Farm,EDF ENERGY RENEWABLES LIMITED,,,0,150,150,01/05/2032,Scoping,Directly Connected,NGET,Wind Onshore,a0l4L0000005iv0
741,741,Native River (Capenhurst),NATIVE RIVER LTD,Capenhurst 275kV Substation,,0,57,57,30/05/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005iib
742,742,Neart Na Gaoithe Offshore Wind Farm,NEART NA GAOITHE OFFSHORE WIND LIMITED,Neart Na Gaoithe 220/66KV Offshore Substation,,0,448,448,01/06/2023,Consents Approved,Directly Connected,SPT,Wind Offshore,a0l4L0000005irp
743,743,Neilston 132kV Greener Grid Park,STATKRAFT UK LTD,Neilston 132kV Substation,,0,49.9,49.9,01/07/2023,Scoping,Directly Connected,SPT,Energy Storage System; Reactive Compensation,a0l4L0000005iYh
744,744,Neilston 400kV Greener Grid Park,STATKRAFT UK LTD,Neilston 400kV Substation,,0,33,33,17/05/2027,Scoping,Directly Connected,SPT,Energy Storage System; Reactive Compensation,a0l4L0000005ias
745,745,Neilston Synchronous Compensation,NEILSTON GRID SERVICES LIMITED,Neilston 400kV Substation,,0,0,0,31/07/2024,Consents Approved,Directly Connected,SPT,Reactive Compensation,a0l4L0000005iah
746,746,Newarthill Energy Park,Geocore Ltd,,,0,250,250,28/10/2027,Scoping,Directly Connected,SPT,Demand; Energy Storage System,a0l4L0000005jAC
747,747,Newchurch,SSE UTILITY SOLUTIONS LIMITED,Dungeness 400kV Substation,,0,400,400,04/10/2031,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ic4
748,748,New Deer Battery Storage,WEAVER POWER LIMITED,New Deer 400kV Substation,,0,500,500,31/10/2033,Scoping,Directly Connected,SHET,Energy Storage System,a0l4L0000005ixL
749,749,New Deer BESS Station,IGP SOLAR 25 LIMITED,New Deer 2 400kV Substation,,0,500,500,31/10/2033,Scoping,Directly Connected,SHET,Energy Storage System,a0l4L0000005iPM
750,750,Newlands Hill Wind Energy Hub,NEWLANDS HILL WIND ENERGY HUB LIMITED,Newlands Hill 132/33kV,,0,119,119,30/04/2029,Scoping,Directly Connected,SPT,Energy Storage System; Wind Onshore,a0l4L000002yQY7
751,751,Ninfield Greener Grid Park,STATKRAFT UK LTD,Ninfield GSP,1,0,0,0,31/10/2025,Awaiting Consents,Directly Connected,NGET,Energy Storage System; Reactive Compensation,a0l4L0000005ihh
752,752,Ninfield Greener Grid Park,STATKRAFT UK LTD,Ninfield GSP,2,0,49.9,49.9,31/10/2029,Awaiting Consents,Directly Connected,NGET,Energy Storage System; Reactive Compensation,a0l4L0000005ihh
753,753,Norfolk001,Evolution Power Limited,Walpole 400kV Substation,,0,860,860,30/11/2031,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iZa
754,754,Norfolk Boreas,NORFOLK BOREAS LIMITED,Necton 400kV Substation,,0,1320,1320,01/08/2026,Awaiting Consents,Directly Connected,NGET,Wind Offshore,a0l4L0000005izT
755,755,North East Offshore Wind Farm,MORAY OFFSHORE RENEWABLE POWER LIMITED,New Deer 2 400kV Substation,,0,2000,2000,31/10/2033,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005ibm
756,756,North Falls Offshore Wind Farm,SSE RENEWABLES SERVICES (UK) LIMITED,North Falls Offshore Platform Substation,,0,1000,1000,31/10/2030,Scoping,Directly Connected,OFTO,Wind Offshore,a0l4L0000005izV
757,757,North Killingholme Power Project,C.GEN KILLINGHOLME LIMITED,Killingholme 400kV Substation,,0,540,540,01/04/2023,Consents Approved,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iaK
758,758,North Kyle New Cumnock,NORTH KYLE WIND FARM LIMITED,New Cumnock 132kV Substation,,0,212,212,30/04/2024,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005inu
759,759,North Lowther Energy Initiative,NLEI LTD,NLEI GSP,,0,151.2,151.2,01/04/2026,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005it0
760,760,North Sea,RWE RENEWABLES UK LIMITED,,,0,1500,1500,01/01/2033,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iZF
761,761,North Sea B (Irish Sea),RWE RENEWABLES UK LIMITED,Wylfa 400kV Substation,,0,1500,1500,01/04/2033,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iZn
762,762,North Wales Hybrid,SOLAR CENTURY HOLDINGS LIMITED,Bodelwyddan 400kV Substation,,0,53,53,02/09/2026,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005icj
763,763,Norton,BAYWA R.E. UK LIMITED,Norton 400kV Substation,,0,57,57,01/05/2025,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ixs
764,764,Norton PV and BESS,CS UK HOLDINGS III LIMITED,Norton 400kV Substation,,0,40.9,40.9,31/07/2023,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ixW
765,765,Norton Solar Farm,JBM SOLAR PROJECTS 29 LIMITED,Norton GSP,,0,180,180,31/10/2031,Scoping,Embedded,NGET,PV Array (Photo Voltaic/solar),a0l4L0000005iXm
766,766,Norwich,PIVOTED POWER LLP,,,0,49.9,49.9,31/10/2024,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005icl
767,767,Norwich,YARE POWER LIMITED,Norwich GSP,,0,49.5,49.5,31/10/2023,Consents Approved,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005icm
768,768,Norwich 100MW BESS,FPC Electric Land Limited,Norwich Main 400kV Substation,,0,100,100,31/10/2031,Scoping,Embedded,NGET,Energy Storage System,a0l4L0000005iXN
769,769,Norwich Green Energy Centre,NORWICH GREEN ENERGY LIMITED,,,0,400,400,30/04/2031,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iix
770,770,NPI A Offshore,Northland Power UK Limited,,,0,1500,1500,31/10/2033,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005iNU
771,771,NPI C Offshore Wind Farm,Northland Power UK Limited,,,0,740,740,31/10/2033,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005iNe
772,772,Nursling Tertiary,NURSLING ENERGY TWO LIMITED,Nursling 400kV Substation,,49.9,0,49.9,,Built,Directly Connected,NGET,Energy Storage System,a0l4L0000005iwM
773,773,NZT Power Project,NET ZERO TEESSIDE POWER LIMITED,Tod Point 275kV Substation,,0,860,860,30/04/2026,Awaiting Consents,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iyz
774,774,Oaklands Farm Solar PV,BAYWA R.E. UK LIMITED,Drakelow 132kV,,0,162.3,162.3,01/06/2025,Scoping,Directly Connected,NGET,PV Array (Photo Voltaic/solar),a0l4L0000005iz6
775,775,Ochill BESS,CARLTON POWER LIMITED,Ochill 132kV Substation,,0,49.5,49.5,18/08/2028,Scoping,Directly Connected,SPT,Energy Storage System,a0l4L0000005jAl
776,776,Ocker Hill Tertiary Connection,HD143OCK LTD,Ocker Hill 275kV Substation,,0,57,57,31/10/2023,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005iw7
777,777,Oldbury (Tertiary),PIVOTED POWER LLP,Oldbury 275kV Substation,,0,49.9,49.9,01/11/2025,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005ico
778,778,Old Flatts Farm,Net Zero One Limited,,,0,750,750,01/09/2027,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iQb
779,779,Old Forest of Ae,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Old Forest of Ae 33kV Substation,,0,56,56,31/10/2027,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005icn
780,780,One Earth Solar Farm,ONE EARTH SOLAR FARM LIMITED,High Marnham 400kV Substation,,0,500,500,31/10/2027,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005izs
781,781,One Planet Solar Farm,ONE PLANET SOLAR FARM LIMITED,Eaton Socon 400kV,,0,500,500,31/10/2029,Scoping,Directly Connected,NGET,PV Array (Photo Voltaic/solar),a0l4L0000005iuW
782,782,Ormonde Offshore Wind Farm,ORMONDE ENERGY LIMITED,Ormonde 33/132kV Offshore Substation,,150,0,150,,Built,Directly Connected,OFTO,Wind Offshore,a0l4L0000005iqF
783,783,Orrin (part of the Conon Cascade),SSE GENERATION LIMITED,Orrin GSP,,18,0,18,,Built,Directly Connected,SHET,Hydro,a0l4L0000005ipS
784,784,Orsted Celtic Sea (OCS01),ORSTED POWER (UK) LIMITED,,,0,1350,1350,06/12/2036,Scoping,Directly Connected,,Wind Offshore,a0l8e000000TP6Q
785,785,Orsted Celtic Sea 2 (OCS02),ORSTED POWER (UK) LIMITED,,,0,1350,1350,06/12/2036,Scoping,Directly Connected,,Wind Offshore,a0l8e000000TP6V
786,786,Osprey,BP ALTERNATIVE ENERGY INVESTMENTS LIMITED,Alverdiscott 400kV Substation,,0,1000,1000,06/12/2036,Scoping,Directly Connected,NGET,Wind Offshore,a0l8e0000010wWD
787,787,Ourack Wind Farm,OURACK WIND FARM LLP,,,0,105,105,31/10/2030,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005izD
788,788,Ouse Energy Storage,Ouse Energy Limited,Kemsley 400kV Substation,,0,249,249,24/08/2026,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iPR
789,789,Overhill BESS,Templemurry Limited,Rothienorman 400kV Substation,,0,49.9,49.9,31/10/2024,Consents Approved,Embedded,SHET,Energy Storage System,a0l4L0000005iSu
790,790,Overhill Wind Farm,ENERGYFARM UK OVERHILL LLP,Overhill WF 132kV Substation,,0,50,50,26/08/2027,Consents Approved,Directly Connected,SPT,Wind Onshore,a0l4L0000005inw
791,791,Overton Solar & Storage Farm,ELEMENTS GREEN LIMITED,Overton 400kV Substation,,0,1400,1400,01/06/2032,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iuE
792,792,OWF-100,HIGHLAND WIND LIMITED,OWF-100 Substation,,0,100,100,31/08/2025,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005idG
793,793,OWF1 Offshore,SCOTTISHPOWER RENEWABLES (UK) LIMITED,OWF1 275/66kV Offshore Substation,,0,2000,2000,30/04/2028,Scoping,Directly Connected,SPT,Wind Offshore,a0l4L0000005iZs
794,794,OWF3,SCOTTISHPOWER RENEWABLES (UK) LIMITED,OWF3 275/66kV Offshore Substation,1,0,1000,1000,31/10/2031,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005iai
795,795,OWF3,SCOTTISHPOWER RENEWABLES (UK) LIMITED,OWF3 275/66kV Offshore Substation,2,0,2000,3000,31/10/2033,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005iai
796,796,OWPL Windfarm,OFFSHORE WIND POWER LIMITED,OWPL Windfarm Platform 220/66kV Offshore Substation,1,0,750,750,31/10/2029,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005iqS
797,797,OWPL Windfarm,OFFSHORE WIND POWER LIMITED,OWPL Windfarm Platform 220/66kV Offshore Substation,2,0,1500,2250,31/10/2031,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005iqS
798,798,Peak Gen BEGA,PEAK GEN POWER 2 LIMITED,Walpole 132kV Substation,,20.5,0,20.5,,Built,Embedded,NGET,Oil & AGT (Advanced Gas Turbine),a0l4L0000005iX9
799,799,Pembroke (spare bay),ENSO GREEN HOLDINGS LIMITED,Pembroke 132kV Substation,,0,120,120,30/10/2026,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iok
800,800,Pembroke BESS,RWE GENERATION UK PLC,Pembroke 400kV Substation,,0,350,350,01/10/2026,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005iyY
801,801,Pembroke BESS and Solar Station,Renesola Hercules Energy 1 Ltd,Pembroke 400kV Substation,,0,99.9,99.9,31/10/2028,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ia1
802,802,Pembroke Power Station,RWE GENERATION UK PLC,Pembroke 400kV Substation,,2199,0,2199,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005imA
803,803,Pencloe Windfarm,PENCLOE WIND ENERGY LIMITED,Pencloe 132/33kV Substation,1,0,81,81,01/07/2024,Consents Approved,Directly Connected,SPT,Wind Onshore,a0l4L0000005isj
804,804,Pencloe Windfarm,PENCLOE WIND ENERGY LIMITED,Pencloe 132/33kV Substation,2,0,38,119,01/04/2026,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005isj
805,805,Penketh Hall Farm,Net Zero One Limited,Fiddlers Ferry 275kV Substation,,0,249.9,249.9,01/09/2027,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iYJ
806,806,Penn Battery Storage,ANGLO ENERGY STORAGE LTD,Penn 275kV Substation,,0,249,249,30/06/2033,Scoping,Directly Connected,,Energy Storage System,a0l8e0000010wa7
807,807,Penn Street BESS & Substation,O&G Solar (SPV 31) Limited,Penn 132kV Substation,,0,249.9,249.9,31/10/2034,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iyB
808,808,Penwortham (Redscar),CONRAD (REDSCAR) LIMITED,Penwortham GSP,,40,0,40,,Built,Embedded,NGET,Energy Storage System,a0l4L0000005iSQ
809,809,Penwortham BESS,Penwortham (BES) Ltd,Penwortham 400kV Substation,,0,57,57,31/10/2024,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iuX
810,810,Penwortham Green Energy Centre,PENWORTHAM GREEN ENERGY LIMITED,Penwortham GSP,,0,400,400,31/10/2026,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ier
811,811,Pen Y Cymoedd Wind Farm,PEN Y CYMOEDD WIND FARM LIMITED,Rhigos 400kV Substation,,228,0,228,,Built,Directly Connected,NGET,Wind Onshore,a0l4L0000005iwN
812,812,Perwinnes,INNOVA RENEWABLES LIMITED,Dyce GSP,,0,45,45,15/01/2027,Scoping,Directly Connected,SHET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iYK
813,813,Peterborough,RIVER NENE POWER LIMITED,Walpole 132kV Substation,,245,0,245,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iVj
814,814,Peterhead,SSE THERMAL GENERATION (SCOTLAND) LIMITED,Peterhead GSP,,1180,0,1180,,Built,Directly Connected,SHET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005imp
815,815,Peterhead Battery,PETERHEAD FLEXPOWER LTD,Peterhead GSP,,0,500,500,31/10/2033,Scoping,Directly Connected,SHET,Energy Storage System,a0l4L0000005iZd
816,816,Petroc Extension Offshore Wind Farm,BLUEFLOAT ENERGY UK HOLDINGS LIMITED,Alverdiscott 400kV Substation,,0,1000,1000,06/12/2036,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iM5
817,817,Petroc Offshore Wind Farm,BLUEFLOAT ENERGY UK HOLDINGS LIMITED,Alverdiscott 400kV Substation,,0,300,300,31/03/2029,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005j1U
818,818,Phoenix 1A Offshore Wind Farm,BP ALTERNATIVE ENERGY INVESTMENTS LIMITED,Phoenix 1A 275/66kV Offshore Substation,,0,1500,1500,31/10/2031,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005izJ
819,819,Phoenix 1B Offshore Wind Farm,BP ALTERNATIVE ENERGY INVESTMENTS LIMITED,Phoenix 1B 275/66kV Offshore Substation,,0,1500,1500,31/10/2033,Scoping,Directly Connected,SPT,Wind Offshore,a0l4L0000005izK
820,820,Pillswood BESS Phase 1,Harmony (PW) Limited,Creyke Beck GSP,,49.9,0,49.9,,Built,Embedded,NGET,Energy Storage System,a0l4L0000005iRR
821,821,Pillswood BESS Phase 2,Harmony (PW) 2 Limited,Creyke Beck GSP,,49.9,0,49.9,,Built,Embedded,NGET,Energy Storage System,a0l4L0000005iRS
